,is_phishing,is_safe,suspicious_words_subject,suspicious_words_body,sender_nums_count,sender_domain_num_count,sender_domain_length,urls_count,protocol,contains_ip,url_length,TLD_alpha,subdomain_level,slash_count,dots_count,hyphens_count,has_non_latin
274,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
276,1.0,0.0,0.0,4.0,0.0,0.0,17.0,3.0,0.0,0.0,40.0,1.0,1.0,4.0,4.0,0.0,0.0
277,1.0,0.0,0.0,4.0,0.0,1.0,10.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,5.0,0.0,0.0
278,1.0,0.0,0.0,4.0,4.0,0.0,12.0,3.0,0.0,0.0,76.0,1.0,1.0,4.0,4.0,2.0,0.0
279,1.0,0.0,0.0,4.0,0.0,1.0,10.0,3.0,0.0,0.0,69.0,1.0,1.0,6.0,4.0,0.0,0.0
281,1.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
283,1.0,0.0,0.0,4.0,4.0,0.0,16.0,3.0,0.0,0.0,97.0,1.0,1.0,6.0,5.0,0.0,0.0
285,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
286,1.0,0.0,0.0,4.0,4.0,0.0,7.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,5.0,0.0,0.0
291,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,30.0,1.0,1.0,2.0,2.0,0.0,0.0
292,1.0,0.0,0.0,0.0,4.0,2.0,16.0,2.0,0.0,0.0,26.0,1.0,1.0,4.0,2.0,0.0,0.0
293,0.0,1.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,56.0,1.0,1.0,5.0,2.0,1.0,0.0
294,1.0,0.0,0.0,4.0,4.0,0.0,14.0,3.0,0.0,0.0,69.0,1.0,1.0,6.0,4.0,0.0,0.0
295,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
296,1.0,0.0,0.0,4.0,4.0,0.0,18.0,3.0,0.0,0.0,100.0,1.0,1.0,6.0,5.0,0.0,0.0
297,0.0,1.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,63.0,1.0,1.0,6.0,2.0,2.0,0.0
300,0.0,1.0,1.0,5.0,0.0,0.0,20.0,3.0,1.0,0.0,57.0,1.0,3.0,5.0,4.0,0.0,0.0
301,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,100.0,1.0,1.0,6.0,5.0,0.0,0.0
302,1.0,0.0,0.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,97.0,1.0,1.0,6.0,5.0,0.0,0.0
303,0.0,1.0,1.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,72.0,1.0,1.0,3.0,3.0,2.0,0.0
304,1.0,0.0,0.0,4.0,4.0,0.0,9.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,5.0,0.0,0.0
305,1.0,0.0,0.0,4.0,4.0,0.0,12.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,4.0,0.0,0.0
306,1.0,0.0,0.0,4.0,4.0,0.0,17.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,5.0,0.0,0.0
307,0.0,1.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,1.0,0.0
308,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,41.0,1.0,0.0,3.0,1.0,0.0,0.0
309,1.0,0.0,0.0,4.0,0.0,12.0,22.0,3.0,0.0,0.0,97.0,1.0,1.0,6.0,5.0,0.0,0.0
311,0.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,27.0,1.0,1.0,3.0,2.0,0.0,0.0
312,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
314,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
317,1.0,0.0,0.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,59.0,1.0,1.0,6.0,4.0,0.0,0.0
318,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,63.0,1.0,1.0,6.0,4.0,0.0,0.0
319,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
320,1.0,0.0,0.0,4.0,0.0,0.0,13.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,4.0,0.0,0.0
321,1.0,0.0,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
323,1.0,0.0,0.0,4.0,4.0,0.0,12.0,3.0,0.0,0.0,114.0,1.0,1.0,6.0,5.0,0.0,0.0
325,0.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,1.0,0.0
328,0.0,1.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,92.0,1.0,0.0,5.0,3.0,2.0,0.0
329,0.0,1.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,74.0,1.0,1.0,6.0,3.0,2.0,0.0
330,1.0,0.0,0.0,4.0,4.0,0.0,13.0,3.0,0.0,0.0,76.0,1.0,1.0,6.0,5.0,0.0,0.0
331,1.0,0.0,0.0,4.0,0.0,0.0,11.0,3.0,0.0,0.0,63.0,1.0,1.0,6.0,4.0,0.0,0.0
332,1.0,0.0,0.0,4.0,4.0,0.0,9.0,3.0,0.0,0.0,59.0,1.0,1.0,6.0,4.0,0.0,0.0
333,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
334,1.0,0.0,0.0,4.0,4.0,0.0,8.0,3.0,0.0,0.0,63.0,1.0,1.0,6.0,4.0,0.0,0.0
336,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
339,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,58.0,1.0,1.0,4.0,3.0,0.0,0.0
340,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
341,1.0,0.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
342,1.0,0.0,0.0,4.0,4.0,0.0,17.0,3.0,0.0,0.0,110.0,1.0,1.0,6.0,5.0,0.0,0.0
344,1.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
346,1.0,0.0,0.0,4.0,0.0,0.0,18.0,3.0,0.0,0.0,69.0,1.0,1.0,6.0,4.0,0.0,0.0
347,1.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,22.0,1.0,0.0,3.0,1.0,0.0,0.0
348,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,17.0,1.0,1.0,0.0,2.0,1.0,0.0
349,1.0,0.0,0.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,97.0,1.0,1.0,6.0,5.0,0.0,0.0
350,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,22.0,1.0,0.0,2.0,1.0,0.0,0.0
351,1.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,97.0,1.0,1.0,6.0,5.0,0.0,0.0
353,1.0,0.0,1.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
354,0.0,1.0,0.0,2.0,0.0,0.0,25.0,2.0,0.0,0.0,68.0,1.0,1.0,5.0,3.0,2.0,0.0
355,1.0,0.0,0.0,0.0,4.0,2.0,16.0,2.0,0.0,0.0,22.0,1.0,1.0,2.0,2.0,0.0,0.0
358,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,58.0,1.0,1.0,4.0,3.0,0.0,0.0
359,1.0,0.0,0.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,5.0,0.0,0.0
360,0.0,1.0,1.0,7.0,0.0,0.0,9.0,3.0,0.0,0.0,62.0,1.0,1.0,5.0,2.0,2.0,0.0
361,1.0,0.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,0.0,59.0,1.0,1.0,6.0,4.0,0.0,0.0
362,0.0,1.0,0.0,4.0,0.0,0.0,16.0,1.0,0.0,0.0,96.0,1.0,1.0,3.0,3.0,1.0,0.0
363,0.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,53.0,1.0,1.0,5.0,2.0,1.0,0.0
364,0.0,1.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,31.0,1.0,1.0,4.0,2.0,0.0,0.0
365,1.0,0.0,0.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,43.0,1.0,0.0,3.0,1.0,0.0,0.0
366,1.0,0.0,0.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
367,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,69.0,1.0,1.0,6.0,4.0,0.0,0.0
368,1.0,0.0,0.0,4.0,0.0,9.0,32.0,3.0,0.0,0.0,63.0,1.0,1.0,6.0,4.0,0.0,0.0
369,1.0,0.0,0.0,4.0,4.0,0.0,11.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
371,0.0,1.0,0.0,10.0,0.0,0.0,11.0,3.0,0.0,0.0,123.0,1.0,1.0,6.0,5.0,2.0,0.0
372,1.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,40.0,1.0,1.0,4.0,4.0,0.0,0.0
374,1.0,0.0,0.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
375,0.0,1.0,0.0,5.0,0.0,0.0,16.0,1.0,0.0,0.0,103.0,1.0,1.0,3.0,3.0,1.0,0.0
377,1.0,0.0,0.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
378,1.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,100.0,1.0,1.0,6.0,5.0,0.0,0.0
380,0.0,1.0,0.0,8.0,0.0,0.0,16.0,3.0,0.0,0.0,70.0,1.0,0.0,3.0,2.0,0.0,0.0
381,1.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
383,1.0,0.0,0.0,4.0,0.0,0.0,16.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,5.0,0.0,0.0
384,1.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
385,1.0,0.0,0.0,4.0,4.0,6.0,6.0,3.0,0.0,0.0,110.0,1.0,1.0,6.0,5.0,0.0,0.0
386,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,41.0,1.0,1.0,3.0,3.0,0.0,0.0
387,1.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,0.0,0.0,76.0,1.0,1.0,6.0,5.0,0.0,0.0
389,0.0,1.0,0.0,5.0,0.0,0.0,16.0,3.0,0.0,0.0,42.0,1.0,1.0,5.0,2.0,0.0,0.0
390,0.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,53.0,1.0,1.0,5.0,2.0,1.0,0.0
393,0.0,1.0,1.0,4.0,0.0,0.0,16.0,1.0,0.0,0.0,94.0,1.0,1.0,3.0,3.0,1.0,0.0
394,0.0,1.0,1.0,7.0,0.0,0.0,13.0,1.0,0.0,0.0,33.0,1.0,1.0,3.0,3.0,0.0,0.0
395,1.0,0.0,0.0,4.0,4.0,0.0,12.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
396,1.0,0.0,0.0,4.0,4.0,0.0,10.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
398,0.0,1.0,0.0,5.0,0.0,0.0,16.0,1.0,0.0,0.0,97.0,1.0,1.0,3.0,3.0,1.0,0.0
399,1.0,0.0,0.0,4.0,0.0,0.0,16.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
400,1.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,40.0,1.0,1.0,4.0,4.0,0.0,0.0
402,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,60.0,1.0,1.0,5.0,2.0,2.0,0.0
405,1.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,22.0,1.0,1.0,2.0,2.0,0.0,0.0
407,1.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,66.0,1.0,1.0,6.0,5.0,0.0,0.0
408,1.0,0.0,0.0,4.0,4.0,0.0,13.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
409,0.0,1.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,58.0,1.0,1.0,4.0,3.0,0.0,0.0
410,1.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
411,0.0,1.0,1.0,4.0,0.0,0.0,11.0,3.0,0.0,0.0,28.0,1.0,1.0,2.0,2.0,0.0,0.0
412,1.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,66.0,1.0,1.0,6.0,5.0,0.0,0.0
415,1.0,0.0,0.0,4.0,4.0,0.0,7.0,3.0,0.0,0.0,63.0,1.0,1.0,6.0,4.0,0.0,0.0
418,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,136.0,1.0,2.0,4.0,4.0,2.0,0.0
419,1.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,26.0,1.0,1.0,4.0,2.0,0.0,0.0
422,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
423,0.0,1.0,0.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
425,0.0,1.0,0.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,30.0,1.0,1.0,2.0,2.0,1.0,0.0
428,0.0,1.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,22.0,1.0,1.0,3.0,2.0,0.0,0.0
429,1.0,0.0,0.0,0.0,4.0,0.0,15.0,1.0,0.0,0.0,136.0,1.0,2.0,4.0,4.0,2.0,0.0
430,1.0,0.0,0.0,4.0,0.0,0.0,21.0,3.0,0.0,0.0,114.0,1.0,1.0,6.0,5.0,0.0,0.0
431,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
432,0.0,1.0,0.0,8.0,0.0,0.0,24.0,3.0,0.0,0.0,28.0,1.0,1.0,3.0,2.0,0.0,0.0
433,0.0,1.0,0.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,84.0,1.0,1.0,3.0,2.0,0.0,0.0
435,1.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
436,1.0,0.0,0.0,4.0,1.0,0.0,10.0,3.0,0.0,0.0,100.0,1.0,1.0,6.0,5.0,0.0,0.0
437,0.0,1.0,1.0,15.0,0.0,0.0,16.0,1.0,0.0,0.0,96.0,1.0,1.0,3.0,3.0,1.0,0.0
438,1.0,0.0,0.0,1.0,4.0,2.0,16.0,2.0,0.0,0.0,26.0,1.0,1.0,4.0,2.0,0.0,0.0
443,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,22.0,1.0,0.0,2.0,1.0,0.0,0.0
444,0.0,1.0,0.0,5.0,0.0,0.0,16.0,3.0,0.0,0.0,92.0,1.0,1.0,3.0,3.0,0.0,0.0
445,1.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
448,1.0,0.0,1.0,1.0,4.0,2.0,20.0,1.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
450,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
451,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
452,1.0,0.0,0.0,4.0,4.0,3.0,7.0,3.0,0.0,0.0,75.0,1.0,1.0,4.0,4.0,2.0,0.0
454,1.0,0.0,0.0,4.0,4.0,0.0,8.0,3.0,0.0,0.0,113.0,1.0,1.0,6.0,5.0,0.0,0.0
457,0.0,1.0,0.0,9.0,0.0,0.0,36.0,3.0,0.0,0.0,113.0,1.0,1.0,6.0,3.0,2.0,0.0
459,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
461,1.0,0.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0
462,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,65.0,1.0,1.0,3.0,3.0,2.0,0.0
463,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
464,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
465,1.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,21.0,1.0,0.0,2.0,1.0,0.0,0.0
466,1.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
468,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,41.0,1.0,1.0,4.0,3.0,0.0,0.0
469,1.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,113.0,1.0,1.0,6.0,5.0,0.0,0.0
470,1.0,0.0,0.0,4.0,4.0,0.0,12.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
471,1.0,0.0,0.0,4.0,0.0,8.0,16.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
472,1.0,0.0,0.0,4.0,4.0,0.0,11.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
474,1.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,26.0,1.0,1.0,4.0,2.0,0.0,0.0
475,1.0,0.0,0.0,4.0,0.0,0.0,13.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
476,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
477,0.0,1.0,0.0,3.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
479,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
480,0.0,1.0,0.0,7.0,0.0,0.0,36.0,3.0,0.0,0.0,114.0,1.0,1.0,6.0,3.0,2.0,0.0
481,0.0,1.0,0.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,17.0,1.0,2.0,0.0,3.0,0.0,0.0
483,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
486,0.0,1.0,0.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,28.0,1.0,3.0,2.0,4.0,0.0,0.0
488,0.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,48.0,1.0,1.0,3.0,2.0,0.0,0.0
489,1.0,0.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,4.0,0.0,0.0
490,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,40.0,1.0,1.0,3.0,2.0,0.0,0.0
491,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,49.0,1.0,2.0,3.0,4.0,0.0,0.0
492,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,47.0,1.0,2.0,3.0,4.0,0.0,0.0
493,1.0,0.0,0.0,0.0,4.0,2.0,16.0,2.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
494,1.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,100.0,1.0,1.0,6.0,5.0,0.0,0.0
495,1.0,0.0,0.0,4.0,0.0,0.0,17.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,4.0,0.0,0.0
496,1.0,0.0,0.0,4.0,0.0,0.0,13.0,3.0,0.0,0.0,72.0,1.0,1.0,6.0,4.0,0.0,0.0
498,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
499,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
500,0.0,1.0,0.0,4.0,0.0,0.0,11.0,2.0,1.0,0.0,83.0,1.0,0.0,4.0,1.0,0.0,0.0
502,1.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,113.0,1.0,1.0,6.0,5.0,0.0,0.0
504,0.0,1.0,0.0,4.0,0.0,0.0,16.0,3.0,0.0,0.0,42.0,1.0,1.0,5.0,2.0,0.0,0.0
505,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
510,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
511,0.0,1.0,0.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,27.0,1.0,1.0,2.0,2.0,0.0,0.0
512,0.0,1.0,0.0,3.0,0.0,0.0,19.0,3.0,1.0,0.0,60.0,1.0,1.0,4.0,3.0,0.0,0.0
514,1.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
516,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
518,1.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
519,1.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,45.0,1.0,0.0,3.0,1.0,0.0,0.0
520,1.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,69.0,1.0,1.0,6.0,4.0,0.0,0.0
521,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
523,0.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,34.0,1.0,0.0,2.0,1.0,0.0,0.0
524,1.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,113.0,1.0,1.0,6.0,5.0,0.0,0.0
525,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,22.0,1.0,0.0,2.0,1.0,0.0,0.0
526,1.0,0.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,4.0,0.0,0.0
528,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0
529,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0
530,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
531,1.0,0.0,0.0,4.0,11.0,0.0,3.0,3.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
532,0.0,1.0,1.0,7.0,0.0,0.0,16.0,1.0,0.0,0.0,87.0,1.0,1.0,3.0,3.0,1.0,0.0
533,0.0,1.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,34.0,1.0,1.0,5.0,2.0,0.0,0.0
535,1.0,0.0,0.0,1.0,4.0,22.0,38.0,1.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
537,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,48.0,1.0,1.0,3.0,2.0,0.0,0.0
540,0.0,1.0,1.0,16.0,0.0,0.0,8.0,3.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
542,0.0,1.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,58.0,1.0,1.0,4.0,3.0,0.0,0.0
543,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,25.0,1.0,1.0,3.0,2.0,1.0,0.0
544,0.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,0.0,63.0,1.0,1.0,5.0,2.0,1.0,0.0
546,0.0,1.0,0.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,58.0,1.0,1.0,5.0,2.0,1.0,0.0
550,1.0,0.0,0.0,4.0,0.0,1.0,13.0,3.0,0.0,0.0,60.0,1.0,1.0,6.0,4.0,0.0,0.0
551,1.0,0.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
552,1.0,0.0,0.0,4.0,4.0,0.0,9.0,3.0,0.0,0.0,103.0,1.0,1.0,6.0,5.0,0.0,0.0
553,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,49.0,1.0,2.0,3.0,4.0,0.0,0.0
555,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,40.0,1.0,0.0,3.0,1.0,0.0,0.0
556,0.0,1.0,0.0,6.0,0.0,0.0,11.0,3.0,0.0,0.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0
557,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
559,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
560,0.0,1.0,0.0,4.0,0.0,0.0,17.0,2.0,0.0,0.0,23.0,1.0,,3.0,0.0,0.0,0.0
561,1.0,0.0,0.0,4.0,0.0,0.0,17.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,5.0,0.0,0.0
562,1.0,0.0,0.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,110.0,1.0,1.0,6.0,5.0,0.0,0.0
